DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,MI,24,86870.125,32154.458333,29559.666667
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,NJ,24,201632.5,33994.25,30201.25
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,OH,28,97658.107143,28257.714286,23130.535714
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,MO,29,86342.517241,24930.62069,22317.137931
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,PA,32,138361.21875,30268.65625,25568.3125
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,NC,34,73952.764706,24896.294118,21859.852941
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,IL,40,114518.075,42750.525,22700.725
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,TX,52,142788.23077,23958.480769,20978.75
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,FL,54,182551.92593,30249.185185,25732.685185
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,NY,58,168004.18966,42098.241379,36377.017241
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,CA,68,229342.67647,45015.058824,36413.308824
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,CT,11,50520.545455,14603.181818,13186.727273
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,SC,12,57916.583333,13697.25,10913
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,DC,13,74252,16679.461538,12037
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,WI,15,66134.133333,14327.6,12662.333333
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,NJ,16,84505.8125,13474.6875,11728
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,WA,17,81592,14866.470588,12408
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,IN,18,50467.722222,11660.111111,8310.7222222
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MN,18,43491.944444,13807.055556,12186.888889
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,VA,18,55275.888889,14716.611111,8913.7222222
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,AL,19,98349,9998.1052632,8014.7894737
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,GA,19,66795.263158,13836.421053,11691.421053
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,LA,19,50139.789474,11713.631579,9885.6315789
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MA,19,62536.842105,19267.789474,17243.684211
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MO,20,38381.1,10413.3,8505.8
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,AZ,25,65052.64,15799.92,10939.32
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MD,25,26970.76,24984.24,22974.96
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,OH,25,56695.2,13268.56,10721.88
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,TN,27,50954.814815,11185.037037,8859.8148148
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,MI,28,53885.178571,16901.142857,10496.142857
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,NC,31,46166.612903,12726.806452,10490.935484
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,IL,36,66233.472222,13394.805556,11501.861111
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,NY,49,72841.326531,16279.510204,14695.061224
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,PA,49,81552.204082,15004.326531,11437.734694
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,FL,60,86589.633333,12446.733333,10939.85
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,TX,62,69935.032258,11941.096774,9949.2096774
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,CA,75,101351.61333,17746.8,15568.893333
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,PA,11,57014.454545,11059.818182,9391
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,TX,13,76161.153846,14854.076923,7801.3846154
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,NY,14,54680.214286,13903.428571,12151.857143
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,CA,16,108215.25,14460.1875,12714.3125
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,FL,29,67572.896552,11106.551724,8619.3103448
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,OK,12,114383.91667,30443.666667,28258.166667
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,CT,13,108574.76923,39778.769231,36788.615385
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,WI,19,158573.21053,49916.315789,44434
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,LA,20,66945.15,26245.65,24276.4
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,WA,20,133946.85,37389.3,36043.35
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,SC,22,96233.454545,34210.181818,28928.272727
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,AZ,23,121321.69565,33664.652174,29849
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MN,24,91505.083333,39329.25,36269.708333
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MD,25,63810.72,58819.72,56954.92
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,AL,26,114787.34615,25813.076923,23622.846154
503 - FOOT PROCEDURES W MCC,IN,29,80782.655172,18274.655172,17277.758621
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,IN,26,115273.34615,31094.384615,29208.961538
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,TN,28,84869.892857,28575.428571,26885.25
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,NC,29,80636.965517,29916.172414,27574.034483
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,GA,30,84434.666667,30422.833333,25057.8
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,VA,32,97750.03125,41162.03125,23206.96875
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MA,34,106945.02941,48374.470588,41747.941176
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,NJ,34,166354.47059,36965.941176,31264.058824
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MI,35,101909.54286,38128.142857,34441.971429
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,MO,35,103823.4,32036.285714,28557.914286
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,OH,49,96921.265306,30559.102041,27523.265306
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,IL,55,116808.2,35823.381818,32618.745455
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,NY,65,175294.2,50771.846154,43087.046154
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,PA,66,125447.9697,35723.560606,29197.469697
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,TX,76,129570.30263,31452.710526,27753.157895
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,FL,85,163622.45882,31773.823529,29167.964706
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,CA,100,301784.89,60617.86,54310.3
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,AL,11,65657.636364,13268,11904.545455
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,IN,11,73909.727273,16605.454545,15398.545455
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,NC,11,69921.636364,18286.818182,14579.090909
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,GA,12,75702.833333,17909.25,14275.666667
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,KY,13,59098.615385,15939.307692,14465.846154
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,MO,13,63341.769231,17507.230769,15880
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,LA,14,65167.928571,20011.214286,16218.5
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,OH,15,62849.2,19041.666667,14595.466667
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,TN,15,54884,15080.266667,11682.266667
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,MN,16,50289.25,20426.3125,18520.8125
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,MA,17,43014.705882,22568.941176,19798.470588
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,NJ,18,128987.05556,20600.777778,18854.722222
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,IL,20,69257.75,16502.05,14335.5
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,MI,22,47805.045455,17012.727273,15367
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,PA,23,91269.956522,17894.695652,15294.434783
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,TX,27,95997.666667,15212.592593,13950.925926
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,NY,28,70553.464286,20140.464286,18023.714286
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,FL,31,89806.322581,14489.870968,13449.967742
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,CA,40,127597.95,28173.175,21310.275
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,WY,12,28613.333333,14529.916667,13876.666667
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,VT,20,32936.15,15569.55,14655.25
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,HI,21,51176.714286,17751.047619,16425.809524
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,AK,26,94668.846154,23409.384615,20131.961538
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MT,36,31734.638889,11443.305556,10269.916667
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,DE,39,43421.846154,15560.25641,12242.769231
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,DC,44,72247.522727,19642.227273,14706.818182
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,UT,47,45199.297872,14816.87234,12347.93617
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,ND,50,34283.1,11609.14,9622.26
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,ID,56,37066.5,11567.125,10312.464286
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,ME,56,33615.857143,12734.767857,10818.892857
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,SD,59,54484.220339,13359.711864,12157.745763
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,RI,61,42723.245902,15497.163934,12264.098361
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NH,81,46635.654321,13482.962963,11891.407407
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NE,85,40630.2,11498.141176,10369.964706
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,IA,93,39988.849462,12280.978495,10760.860215
503 - FOOT PROCEDURES W MCC,VA,30,102630.3,18065.066667,15778.9
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,KS,119,58695.663866,11990.554622,9975.9327731
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,WV,123,35805.268293,11958.609756,10077.00813
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,OR,131,44169.068702,15579.908397,13164.419847
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NM,137,40978.072993,14539.051095,12035.459854
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,CT,142,48380.908451,15955.514085,13219.873239
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,AR,157,39792.22293,10744.802548,9376.089172
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MS,171,43928.467836,10813.345029,9435.5672515
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NV,175,81977.068571,13072.182857,11670.685714
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,CO,176,71613.613636,14148.789773,12303.096591
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,LA,183,43871.147541,12334.770492,10299.852459
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MN,204,49065.093137,15932.377451,12801.436275
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,OK,205,58753.687805,12480.121951,10651.209756
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,WI,221,53887.986425,15257.837104,12369.977376
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,SC,237,61992.097046,12838.177215,10791.514768
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MD,247,28691.461538,26496.117409,25036.279352
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,AZ,256,66038.734375,13724.855469,11974.824219
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,AL,265,56982.569811,11208.249057,8986.8490566
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,WA,279,49648.476703,13990.501792,11932.88172
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MO,300,48256.6,12096.426667,10391.44
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,IN,307,49112.579805,12630.416938,10485.241042
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,KY,307,52092.04886,13198.827362,10966.863192
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,TN,360,48753.827778,11615.752778,9672.4722222
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,VA,369,50283.132791,13031.352304,10739.414634
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,GA,383,47983.780679,11868.26893,10284.822454
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NC,417,38342.623501,12705.880096,10320.63789
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NJ,475,102292.16842,15564.254737,13137.915789
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MA,498,42169.843373,16476.987952,14436.485944
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,MI,553,40398.177215,13500.169982,11797.209765
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,IL,560,59000.446429,13665.082143,11649.453571
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,PA,560,80154.742857,15274.658929,11785.239286
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,OH,563,51252.730018,13459.59325,10888.838366
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,NY,686,75043.056851,18952.399417,15924.689504
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,FL,1168,70603.144692,11855.111301,10051.964041
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,TX,1348,63956.339763,12823.89095,11009.763353
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,CA,1479,95093.891143,18543.036511,16473.97025
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,WY,14,22966.857143,7212.4285714,6276.4285714
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,DC,24,37273.75,8958.3333333,5902.125
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,VT,24,34954,12929.5,9002.3333333
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MT,27,18749.296296,6237.5555556,5465.5555556
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,ID,31,24151.451613,6308.6451613,5533.9354839
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,UT,31,25341,7223.2580645,5931.0322581
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,ND,33,19914.272727,6462.3030303,5484.7272727
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,SD,33,32959.969697,8514.2727273,6146.0909091
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,DE,37,24030.486486,7429.1351351,5738.8378378
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,RI,48,24669,7915.7708333,6721.5416667
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NE,54,23832.425926,6418.5555556,5595.3703704
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NH,59,27125.983051,6754.7457627,5682.1694915
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,ME,60,21716.966667,6683.6666667,5716.5
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,IA,65,23839.230769,6453.1692308,5403.5384615
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NM,81,29427.08642,7251.5802469,6197.4567901
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,OR,84,23291.130952,7873.047619,6591.6190476
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NV,90,53816.255556,7269.3111111,6372.2444444
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,KS,94,30160.56383,6127.1914894,5036.3191489
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,CT,123,27935.772358,9129.3577236,7256.097561
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,WV,130,22032.846154,6809.4076923,4998.8769231
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,LA,137,27915.19708,6658.9343066,5132.4306569
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,CO,138,42543.652174,7610.1231884,6028.2246377
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MS,144,28085.3125,6035.0625,5144.9305556
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,AR,145,26072.944828,5716.3586207,4731.5103448
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,OK,153,28610.006536,6644.2679739,5494.6143791
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,WI,171,26121.087719,7175.2690058,5610.6783626
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,SC,175,27957.565714,6809.8857143,5069.8514286
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,WA,176,29654.488636,7885.9090909,6335.9431818
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MN,185,22871.427027,7423.7405405,6261.7351351
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,AZ,196,36966.821429,7959.5867347,6300.7244898
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MD,207,12496.198068,11579.135266,10434.454106
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,AL,231,36848.190476,6167.2987013,4620.5367965
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MO,245,30096.779592,7147.7714286,5410.9795918
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,KY,250,29317.812,6842.136,5446.108
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,IN,269,28493.66171,6482.3197026,5445.2788104
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,TN,275,28233.898182,6249.6181818,5111.1054545
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,GA,299,28959.705686,6465.5083612,5310.8996656
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,VA,318,27821.679245,6957.2389937,5137.0660377
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NC,358,23969.790503,6868.3351955,5176.7541899
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MI,392,20818.977041,7455.9591837,5889.0255102
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NJ,419,61799.699284,8753.7207637,7122.8114558
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,IL,452,33528.106195,7344.9070796,5915.5243363
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,OH,492,28200.004065,7253.2601626,5533.8353659
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,MA,511,19059.843444,8264.2563601,7129.555773
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,PA,569,44611.86819,8467.659051,6085.28471
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,NY,570,38468.203509,9484.9877193,7732.9982456
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,CA,982,57054.179226,9825.6171079,8389.7240326
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,TX,1018,37948.803536,7042.2848723,5628.4223969
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,FL,1027,45605.949367,6557.5345667,5259.805258
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,AZ,11,14883.545455,6448.3636364,5842.7272727
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,CT,11,19206.909091,5915.7272727,5018.5454545
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MN,12,13987.416667,5338.3333333,4239.6666667
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,NM,12,18087,6139.4166667,5346.75
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,OK,12,20927.666667,4956.4166667,3863.75
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,WV,12,10311.75,4007.3333333,3072.0833333
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,KY,14,21206.642857,4502.5714286,3254.9285714
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MD,14,9544.3571429,8807.2142857,8055.2142857
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MO,15,17139.466667,4144.2666667,3333.7333333
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MS,15,15353,4415.6666667,3348.7333333
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,VA,15,18149.8,4551.4666667,3117.2
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,IN,16,17853.75,3862.375,2954.875
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,SC,16,22019.125,4218.9375,3132.9375
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,TN,16,20601.5,4208.6875,3288.6875
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,NC,20,15490.25,4815.25,3161.45
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,AL,21,26151.238095,5003.8095238,2790.952381
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,LA,25,15924.56,4639.16,3724.28
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,OH,25,17536.4,4667.16,3527.72
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,PA,25,21158.88,5036.04,3377.48
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,GA,26,17922.346154,4467.5769231,3418.3846154
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,IL,26,18037.192308,5540.3846154,4298.4230769
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MI,30,13902.866667,4779.1,3735.6
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,NJ,31,40921.387097,5455,4436.0967742
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,MA,36,13405.138889,5469.1666667,4610.1388889
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,NY,54,25185.5,6020.7777778,4853.6851852
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,CA,80,36872.45,6489.8625,5566.15
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,TX,80,26988.8875,5107.3125,3812.125
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,FL,87,29996.862069,4497.4827586,3573.6436782
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,WY,13,52391.538462,18674.384615,13142.461538
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,AK,14,83735.642857,19668.071429,18645.428571
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,ID,34,38673.705882,11488.647059,10094.764706
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,UT,37,34498.702703,13151.621622,9264.2972973
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,ND,40,33527.125,11540.05,10187.725
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,RI,40,41708.4,13817.175,12041.575
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,VT,40,37429.55,17122.775,14990.4
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,MT,46,31740.73913,11591.086957,10486.413043
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,HI,50,52582.3,18102.9,15550.9
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,SD,54,52814.648148,12595.166667,11046.351852
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,ME,59,32331.271186,14668.118644,9662.4915254
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,NM,60,49962.266667,14205.433333,12278.05
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,NH,64,46323.0625,13529.578125,12271.875
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,DE,65,36899.307692,14513.892308,10892.861538
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,NE,67,50685.432836,12737.61194,10573.910448
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,WV,82,41030.378049,12681.743902,9995.3292683
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,DC,89,71578.685393,18253.235955,13259.370787
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,KS,109,61485.981651,11390.577982,10038.330275
